Student,Class Short Name,,,
,ECON 10A,,,
,FRSEMR 26O,,,
,LIFESCI 1A,,,
Student 233,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 50P,,,
,LIFESCI 1A,,,
Student 234,COMPSCI 50,,,
,FRSEMR 50Y,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 235,EXPOS 20,,,
,KOREAN BA,,,
,LPS A,,,
,MATH 1A,,,
Student 236,FRSEMR 51M,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 237,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 71R,,,
,PHIL 34,,,
Student 238,ECON 10A,,,
,FRSEMR 71R,,,
,GOV 1790,,,
,HIST 1465,,,
Student 239,GENED 1012,,,
,GOV 1249,,,
,GOV 20,,,
,HIST 1223,,,
Student 24,ECON 10A,,,
,EXPOS 20,,,
,KOREAN BA,,,
,MATH 21A,,,
Student 240,EXPOS 20,,,
,FRSEMR 21V,,,
,MATH 18A,,,
,SPANSH 20,,,
Student 241,GENED 1093,,,
,GENED 1102,,,
,GOV 1790,,,
,GOV 50,,,
Student 242,EXPOS 10,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 243,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 21A,,,
,STAT 110,,,
Student 244,AFRIKAAN AA,,,
,ECON 10A,,,
,GENED 1103,,,
,MATH 1B,,,
Student 245,EXPOS 20,,,
,FRSEMR 65E,,,
,MATH 1A,,,
Student 246,EXPOS 20,,,
,GENED 1146,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 247,EXPOS 20,,,
,FRSEMR 27I,,,
,GENED 1175,,,
,GOV 1290,,,
Student 248,FRSEMR 52C,,,
,LPS A,,,
,MATH MA,,,
,PSY 1,,,
Student 249,CHNSE BA,,,
,ECON 10A,,,
,EXPOS 10,,,
,MATH 1A,,,
Student 25,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 33O,,,
,MATH 22A,,,
Student 250,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1175,,,
,LIFESCI 1A,,,
Student 251,COMPSCI 50,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 252,EXPOS 10,,,
,LIFESCI 1A,,,
,MATH MA,,,
,SPANSH 11,,,
Student 253,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 51H,,,
,GOV 1249,,,
Student 254,FRSEMR 41R,,,
,GENED 1144,,,
,GENED 1181,,,
,PHIL 3,,,
Student 255,FRSEMR 65C,,,
,GOV 1290,,,
,ITAL 15,,,
Student 256,ECON 10A,,,
,FRSEMR 61U,,,
,GENED 1038,,,
,MATH 1A,,,
Student 257,FRSEMR 72R,,,
,HUMAN 10A,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 258,EXPOS 20,,,
,GENED 1105,,,
,PORTUG 10,,,
,SOCIOL 1176,,,
Student 259,COMPSCI 50,,,
,EXPOS 20,,,
,FRENCH 50,,,
,MATH 1B,,,
Student 26,FRSEMR 64I,,,
,GENED 1105,,,
,GOV 20,,,
,PORTUG 62,,,
Student 260,EXPOS 20,,,
,FRSEMR 26J,,,
,MATH 22A,,,
,PHYSICS 19,,,
Student 261,APMTH 22A,,,
,COMPSCI 50,,,
,FRSEMR 40P,,,
,GENED 1074,,,
Student 262,EDST 103,,,
,EXPOS 20,,,
,HISTSCI 100,,,
,SPANSH 30,,,
Student 263,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1069,,,
,MATH 22A,,,
Student 264,ECON 10A,,,
,FRSEMR 25N,,,
,GERMAN 20B,,,
,HUMAN 10A,,,
,MUSIC 15,,,
Student 265,ECON 10A,,,
,EXPOS 20,,,
,GENED 1071,,,
,WSTAFRCN AA,,,
Student 266,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1038,,,
,MATH 22A,,,
Student 267,APMTH 104,,,
,EXPOS 20,,,
,PHYSICS 16,,,
,PHYSICS 20,,,
Student 268,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 64Z,,,
,MATH 18A,,,
Student 269,AFVS 76,,,
,FRSEMR 35N,,,
,GENED 1146,,,
,HIST-LIT 90EV,,,
Student 27,FRENCH 50,,,
,FRSEMR 34X,,,
,GENED 1019,,,
,HIST-LIT 90EJ,,,
Student 270,FRSEMR 72V,,,
,GENED 1146,,,
,SOCIOL 1000,,,
,TIGRINYA AA,,,
Student 271,EXPOS 20,,,
,GENED 1069,,,
,MATH 21A,,,
,MUSIC 107,,,
,STAT 110,,,
Student 272,FRSEMR 43J,,,
,GENED 1146,,,
,MATH 22A,,,
,STAT 110,,,
Student 273,ECON 10A,,,
,FRSEMR 24G,,,
,HEB 1328,,,
,LPS A,,,
Student 274,FRSEMR 63R,,,
,GENED 1094,,,
,GOV 1790,,,
,SPANSH 40,,,
Student 275,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 64Z,,,
,MATH 1B,,,
Student 276,ECON 10A,,,
,GENED 1166,,,
,MATH 1B,,,
,SPANSH 11,,,
Student 277,COMPSCI 50,,,
,ECON 10A,,,
,FRENCH 30,,,
,GENED 1091,,,
Student 278,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 63L,,,
,GENED 1091,,,
Student 279,FRSEMR 24Q,,,
,LATIN 1,,,
,LIFESCI 50A,,,
Student 28,EXPOS 20,,,
,GENED 1093,,,
,GENED 1105,,,
,LIFESCI 1A,,,
Student 280,CHNSE BA,,,
,COMPSCI 50,,,
,ECON 70,,,
,MATH 22A,,,
Student 281,FRENCH 10,,,
,GENED 1012,,,
,GENED 1038,,,
,GOV 1734,,,
Student 282,CLS-STDY 97A,,,
,COMPSCI 50,,,
,FRSEMR 65F,,,
,MATH 21A,,,
Student 283,EXPOS 20,,,
,FRSEMR 33R,,,
,MATH 22A,,,
,STAT 110,,,
Student 284,EXPOS 10,,,
,FRSEMR 26O,,,
,LPS A,,,
,MATH 19A,,,
Student 285,COMPSCI 50,,,
,GENED 1012,,,
,MATH MA,,,
,PSY 1,,,
Student 286,EXPOS 10,,,
,FRSEMR 43F,,,
,LPS A,,,
,MATH MA,,,
,MUSIC 14,,,
Student 287,ECON 10A,,,
,FRSEMR 41R,,,
,GENED 1181,,,
,MATH 18A,,,
Student 288,CHNSE BX,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 289,ECON 10A,,,
,GENED 1120,,,
,HUMAN 10A,,,
,LIFESCI 1A,,,
Student 29,ECON 10A,,,
,FRSEMR 62L,,,
,LATIN 106A,,,
,MATH 18A,,,
,MUSIC 14,,,
Student 290,FRSEMR 61U,,,
,GENED 1044,,,
,GENED 1053,,,
,RUSS 101,,,
Student 291,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH 21A,,,
Student 292,COMPSCI 50,,,
,ECON 10B,,,
,GENED 1175,,,
,MATH 21B,,,
Student 293,ARABIC AA,,,
,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 26E,,,
Student 294,COMPSCI 50,,,
,GENED 1011,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 295,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 62L,,,
,GENED 1074,,,
Student 296,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 50V,,,
,LIFESCI 1A,,,
Student 297,COMPSCI 50,,,
,FRSEMR 43J,,,
,MATH 22A,,,
,STAT 110,,,
Student 298,GENED 1050,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,PSY 1,,,
Student 299,CHNSE BA,,,
,COMPSCI 50,,,
,ECON 1011A,,,
,MATH 25A,,,
Student 3,ECON 10A,,,
,EXPOS 20,,,
,FRENCH 30,,,
,FRSEMR 31P,,,
Student 30,ENGLISH 10,,,
,GENED 1069,,,
,GENED 1102,,,
,GOV 30,,,
Student 300,ENGLISH 10,,,
,EXPOS 20,,,
,GENED 1076,,,
,SPANSH 10,,,
Student 301,EXPOS 20,,,
,FRSEMR 21W,,,
,GENED 1094,,,
,MATH MA,,,
Student 302,FRSEMR 25X,,,
,GENED 1131,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 303,EXPOS 20,,,
,FRSEMR 27I,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 304,EXPOS 20,,,
,LIFESCI 50A,,,
,MATH 21A,,,
Student 305,COMPSCI 50,,,
,HIND-URD 101A,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 306,ECON 10A,,,
,FRSEMR 50P,,,
,HIST 1602,,,
,LIFESCI 1A,,,
Student 307,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1097,,,
,MATH 21A,,,
Student 308,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 1B,,,
,PSY 1,,,
Student 309,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 64Z,,,
,MATH 21A,,,
Student 31,EXPOS 20,,,
,FRSEMR 43J,,,
,MATH 25A,,,
,STAT 110,,,
Student 310,COMPSCI 50,,,
,FRSEMR 33O,,,
,LATIN 163,,,
,MATH 21A,,,
Student 311,ECON 10A,,,
,EXPOS 20,,,
,GENED 1094,,,
,MATH MA,,,
Student 312,ENGLISH CNFR,,,
,FRSEMR 26E,,,
,MATH 25A,,,
,PHYSICS 16,,,
Student 313,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH 1B,,,
Student 314,EXPOS 20,,,
,FRSEMR 26O,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 315,FRSEMR 26O,,,
,GENED 1038,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 316,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,PHYSICS 19,,,
Student 317,FRSEMR 71G,,,
,GOV 1790,,,
,GOV 20,,,
,MATH 22A,,,
Student 318,COMPSCI 50,,,
,FRSEMR 31P,,,
,GOV 1290,,,
,MATH 22A,,,
Student 319,APMTH 22A,,,
,COMPSCI 50,,,
,EXPOS 20,,,
,MUSIC 159R,,,
Student 32,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
,ZULU AA,,,
Student 320,EXPOS 20,,,
,LPS A,,,
,MATH 1A,,,
,SPANSH 50,,,
Student 321,EXPOS 20,,,
,GENED 1038,,,
,MATH 1A,,,
,SPANSH 10,,,
Student 322,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 63L,,,
,GENED 1038,,,
Student 323,EXPOS 20,,,
,FRSEMR 65E,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 324,COMPSCI 50,,,
,FRSEMR 21W,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 325,FRSEMR 23P,,,
,MATH 25A,,,
,PHYSCI 10,,,
,PHYSICS 16,,,
Student 326,ENGLISH 10,,,
,FRSEMR 63L,,,
,HIST-LIT 90FQ,,,
,SPANSH 30,,,
Student 327,EXPOS 20,,,
,GENED 1091,,,
,GOV 1290,,,
,SPANSH 30,,,
Student 328,ENGLISH CWP,,,
,FRSEMR 52C,,,
,PSY 1,,,
,SPANSH 20,,,
Student 329,ARABIC AA,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH MA,,,
Student 33,FRSEMR 24Q,,,
,GENED 1104,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 330,FRSEMR 51F,,,
,HISTSCI 100,,,
,MATH QA,,,
,ZULU AA,,,
Student 331,ECON 10A,,,
,GENED 1019,,,
,MATH 1B,,,
,ZULU AA,,,
Student 332,FRSEMR 50V,,,
,HAA 12M,,,
,RELIGION 119,,,
,SOCIOL 1176,,,
Student 333,EXPOS 10,,,
,FRSEMR 25X,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 334,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 64I,,,
,GENED 1038,,,
Student 335,COMPSCI 50,,,
,FRSEMR 71R,,,
,GENED 1038,,,
,MATH MA,,,
Student 336,ECON 10A,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 337,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 31J,,,
,SPANSH 30,,,
Student 338,COMPSCI 120,,,
,ENG-SCI 139,,,
,EXPOS 20,,,
,MATH 22A,,,
Student 339,ECON 10A,,,
,EXPOS 20,,,
,GOV 20,,,
,SPANSH 10,,,
Student 34,EXPOS 20,,,
,FRSEMR 50P,,,
,MATH 1B,,,
,SPANSH 11,,,
Student 340,ENGLISH CSST,,,
,FRSEMR 42H,,,
,GENED 1091,,,
,MATH 1B,,,
Student 341,FRSEMR 42H,,,
,LIFESCI 50A,,,
,MATH 22A,,,
Student 342,CHNSE BA,,,
,ECON 10A,,,
,MATH 22A,,,
,STAT 110,,,
Student 343,EXPOS 20,,,
,GENED 1038,,,
,GOV 20,,,
,MATH MA,,,
Student 344,EXPOS 20,,,
,FRENCH 10,,,
,LPS A,,,
,MATH ESPA,,,
,MATH MA,,,
Student 345,ECON 10A,,,
,GENED 1093,,,
,LATIN 3,,,
,LPS A,,,
Student 346,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,GOV 93CJ,,,
Student 347,FRSEMR 51M,,,
,GENED 1053,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 348,ENGLISH 10,,,
,FRSEMR 33X,,,
,LATIN 3,,,
,MATH 21A,,,
Student 349,EXPOS 20,,,
,FRSEMR 72M,,,
,SOCIOL 1000,,,
,STAT 100,,,
Student 35,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 62R,,,
,MATH 1B,,,
Student 350,ECON 10A,,,
,FRSEMR 72V,,,
,GENED 1038,,,
,GENED 1089,,,
Student 351,FRSEMR 26J,,,
,GENED 1050,,,
,MATH 1B,,,
,PHYSICS 19,,,
Student 352,GENED 1038,,,
,HISTSCI 100,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 353,COMPSCI 50,,,
,EXPOS 20,,,
,MATH MA,,,
,SPANSH 10,,,
Student 354,EXPOS 20,,,
,GENED 1144,,,
,LPS A,,,
,MATH 1B,,,
Student 355,EXPOS 20,,,
,GENED 1038,,,
,LIFESCI 1A,,,
Student 356,EXPOS 20,,,
,FRSEMR 72V,,,
,GOV 20,,,
,MATH 1B,,,
Student 357,ECON 10A,,,
,EXPOS 10,,,
,GENED 1074,,,
,GENED 1175,,,
Student 358,EXPOS 10,,,
,FRSEMR 50V,,,
,GENED 1105,,,
,SOCIOL 1000,,,
Student 359,ENGLISH CNMJ,,,
,JAPAN BA,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 36,GENED 1038,,,
,LIFESCI 1A,,,
,MATH 1B,,,
,SPANSH 20,,,
Student 360,CHNSE BX,,,
,COMPSCI 50,,,
,GENED 1120,,,
,MATH 22A,,,
Student 361,COMPSCI 61,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 22A,,,
Student 362,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1091,,,
,LIFESCI 1A,,,
Student 363,ECON 10A,,,
,EXPOS 20,,,
,MATH QA,,,
,SPANSH 11,,,
Student 364,GENED 1102,,,
,GOV 20,,,
,MLD 236,,,
,PSY 1,,,
Student 365,EXPOS 10,,,
,FRSEMR 72U,,,
,GENED 1089,,,
,PSY 1,,,
Student 366,COMPSCI 50,,,
,ECON 10A,,,
,GOV 20,,,
,MATH 21A,,,
Student 367,EXPOS 20,,,
,FRSEMR 51F,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 368,ARABIC AA,,,
,ECON 10A,,,
,EXPOS 20,,,
,GOV 20,,,
Student 369,COMPSCI 121,,,
,FRSEMR 23P,,,
,GENED 1183,,,
,MATH 55A,,,
Student 37,COMPSCI 50,,,
,FRSEMR 49N,,,
,GENED 1038,,,
,MOD-HEB 130A,,,
Student 370,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 71G,,,
,MATH 21A,,,
Student 371,GENED 1093,,,
,IGBO AA,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 372,ANTHRO 1224,,,
,ANTHRO 1610,,,
,COMPSCI 50,,,
,ECON 10A,,,
Student 373,CHNSE BA,,,
,FRSEMR 24Q,,,
,LIFESCI 50A,,,
Student 374,FRSEMR 33C,,,
,GENED 1103,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 375,ECON 10A,,,
,FRSEMR 52C,,,
,LIFESCI 1A,,,
,PHIL 34,,,
Student 376,ECON 10A,,,
,GENED 1071,,,
,GENED 1131,,,
,ZULU AA,,,
Student 377,GENED 1042,,,
,GENED 1104,,,
,MATH 21A,,,
,PHIL 3,,,
Student 378,ASTRON 17,,,
,GENED 1044,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 379,COMPSCI 50,,,
,EXPOS 20,,,
,LIFESCI 50A,,,
Student 38,COMPSCI 50,,,
,EXPOS 10,,,
,MATH MA,,,
,WSTAFRCN AA,,,
Student 380,ECON 1017,,,
,ECON 10A,,,
,FRSEMR 72I,,,
,GENED 1175,,,
Student 381,FRSEMR 27I,,,
,GENED 1038,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 382,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH 1A,,,
Student 383,ECON 10A,,,
,GENED 1181,,,
,GOV 50,,,
,HIST 1602,,,
Student 384,EXPOS 20,,,
,GOV 1015,,,
,SOCIOL 1104,,,
,SPANSH 11,,,
Student 385,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 1B,,,
Student 386,EXPOS 20,,,
,FRSEMR 41K,,,
,LPS A,,,
,MATH MA,,,
Student 387,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,NEURO 80,,,
Student 388,FRSEMR 72V,,,
,GENED 1012,,,
,GOV 1790,,,
,HUMAN 10A,,,
Student 389,ECON 10A,,,
,FRSEMR 41K,,,
,HUMAN 10A,,,
,MATH 1B,,,
Student 39,ECON 10A,,,
,FRSEMR 72M,,,
,GENED 1038,,,
,SOCIOL 1000,,,
Student 390,ENGLISH 10,,,
,GENED 1094,,,
,HIST-LIT 90FP,,,
,SPANSH 30,,,
Student 391,FRSEMR 51M,,,
,GENED 1091,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 392,ECON 10A,,,
,FRSEMR 60R,,,
,MATH MA,,,
,PHIL 34,,,
Student 393,EGYPTIAN AA,,,
,FRSEMR 30Q,,,
,MUSIC 107,,,
,MUSIC 189R,,,
,PSY 18,,,
Student 394,FRSEMR 65C,,,
,GENED 1094,,,
,LIFESCI 50A,,,
Student 395,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH QA,,,
Student 396,EXPOS 10,,,
,FRSEMR 64Z,,,
,GENED 1038,,,
,MATH 1A,,,
Student 397,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH 1B,,,
Student 398,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH 1B,,,
Student 399,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1071,,,
,MATH 21A,,,
Student 4,ECON 10A,,,
,EXPOS 20,,,
,GOV 1023,,,
,SPANSH 50,,,
Student 40,COMPSCI 50,,,
,ECON 1010A,,,
,EXPOS 20,,,
,MATH 21A,,,
Student 400,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 61U,,,
,SPANSH 40,,,
Student 401,ECON 10A,,,
,ENG-SCI 139,,,
,EXPOS 10,,,
,MATH 1A,,,
Student 402,COMPSCI 50,,,
,HUMAN 10A,,,
,PHIL 109,,,
,PHIL 3,,,
Student 403,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
,ZULU AA,,,
Student 404,ECON 10A,,,
,EXPOS 10,,,
,GENED 1079,,,
,MATH 1A,,,
Student 405,CHNSE BX,,,
,EXPOS 20,,,
,GENED 1097,,,
,HUMAN 20,,,
Student 406,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
,SPANSH 10,,,
Student 407,ENGLISH CSST,,,
,EXPOS 20,,,
,FRSEMR 31P,,,
,GOV 93CJ,,,
Student 408,EXPOS 10,,,
,GENED 1038,,,
,GENED 1094,,,
,PSY 1,,,
Student 409,ASTRON 2,,,
,EXPOS 20,,,
,FRSEMR 62U,,,
,GENED 1012,,,
Student 41,EXPOS 20,,,
,FRSEMR 72P,,,
,GENED 1105,,,
,HIST-LIT 90FL,,,
Student 410,ECON 10A,,,
,FRSEMR 65C,,,
,GENED 1175,,,
,TDM 169S,,,
Student 411,ECON 10A,,,
,EXPOS 20,,,
,GENED 1104,,,
,PSY 1,,,
Student 412,EXPOS 20,,,
,GOV 20,,,
,HIST 1465,,,
,MATH 1A,,,
Student 413,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 60R,,,
,MATH 1B,,,
Student 414,ECON 10A,,,
,FRSEMR 51H,,,
,GENED 1131,,,
,MATH 22A,,,
Student 415,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 71Y,,,
,GENED 1093,,,
Student 416,COMPSCI 50,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 417,ECON 10A,,,
,FRSEMR 51S,,,
,HUMAN 20,,,
,LPS A,,,
Student 418,ECON 10A,,,
,ENG-SCI 139,,,
,EXPOS 20,,,
,PSY 1005,,,
Student 419,FRSEMR 64O,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,UYGHUR A,,,
Student 42,EXPOS 20,,,
,FRENCH 20,,,
,GENED 1038,,,
,GENED 1166,,,
Student 420,FRSEMR 62Z,,,
,GENED 1050,,,
,MATH 55A,,,
,PHIL 34,,,
Student 421,FRSEMR 27I,,,
,HUMAN 10A,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 422,ECON 10A,,,
,ESE 50,,,
,MATH 1A,,,
,SPANSH 20,,,
Student 423,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1033,,,
,GENED 1038,,,
Student 424,EXPOS 20,,,
,GENED 1071,,,
,SOCIOL 1197,,,
,YORUBA AA,,,
Student 425,APMTH 10,,,
,GENED 1012,,,
,GENED 1094,,,
,MATH 1A,,,
Student 426,APMTH 22A,,,
,COMPSCI 50,,,
,PHYSICS 15A,,,
,SPANSH 20,,,
Student 427,ECON 10A,,,
,EXPOS 10,,,
,MATH QA,,,
,WSTAFRCN AA,,,
Student 428,ECON 10A,,,
,ENGLISH 10,,,
,FRSEMR 72W,,,
,ZULU AA,,,
Student 429,ECON 10A,,,
,FRSEMR 43J,,,
,GENED 1033,,,
,GOV 1540,,,
Student 43,ECON 10A,,,
,EXPOS 10,,,
,GENED 1091,,,
,LATIN 1,,,
Student 430,FRSEMR 31J,,,
,GENED 1131,,,
,GOV 30,,,
,MATH MA,,,
Student 431,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 25A,,,
,STAT 110,,,
Student 432,GENED 1120,,,
,GOV 1783,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 433,CHNSE BX,,,
,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
Student 434,ASTRON 2,,,
,FRSEMR 63R,,,
,GENED 1105,,,
,HUMAN 10A,,,
,MUSIC 15,,,
Student 435,FRSEMR 72V,,,
,GENED 1093,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 436,EXPOS 10,,,
,GENED 1053,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 437,EXPOS 20,,,
,GENED 1071,,,
,HIST 1006,,,
,PSY 1,,,
Student 438,ECON 10A,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,SPANSH 20,,,
Student 439,EXPOS 20,,,
,FRSEMR 26O,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 44,EXPOS 20,,,
,GENED 1131,,,
,LATIN 163,,,
,MATH 21A,,,
Student 440,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1080,,,
,LIFESCI 1A,,,
Student 441,APMTH 22A,,,
,EXPOS 20,,,
,GENED 1104,,,
,LATIN 106A,,,
Student 442,ECON 10A,,,
,EXPOS 20,,,
,FRENCH 11,,,
,MATH 18A,,,
Student 443,ENGLISH 102M,,,
,FRSEMR 35N,,,
,GENED 1038,,,
,GENED 1050,,,
Student 444,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 33X,,,
,HIST-LIT 90FK,,,
Student 445,EXPOS 20,,,
,FRSEMR 42H,,,
,GENED 1174,,,
,GOV 1790,,,
Student 446,EXPOS 10,,,
,FRENCH 11,,,
,GENED 1130,,,
,SOCIOL 1000,,,
Student 447,ECON 10A,,,
,FRSEMR 60R,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 448,FRSEMR 52C,,,
,GENED 1094,,,
,MATH MA,,,
,SPANSH 20,,,
Student 449,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 64U,,,
,GENED 1130,,,
Student 45,COMPSCI 61,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 1B,,,
Student 450,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 41R,,,
,MATH 1A,,,
Student 451,ENGLISH 157,,,
,GENED 1183,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 452,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 72U,,,
,MATH MA,,,
Student 453,GENED 1089,,,
,LIFESCI 1A,,,
,MATH 1B,,,
,SANSKRIT 101A,,,
Student 454,EXPOS 20,,,
,GENED 1120,,,
,MATH 22A,,,
,STAT 110,,,
Student 455,ECON 10A,,,
,FRSEMR 60R,,,
,GOV 1540,,,
,SOCIOL 1191,,,
Student 456,AFVS 76,,,
,ENGLISH CNL,,,
,GENED 1038,,,
,HUMAN 10A,,,
Student 457,FRSEMR 31P,,,
,GENED 1140,,,
,GOV 50,,,
,SPANSH 40,,,
Student 458,ECON 10A,,,
,EXPOS 20,,,
,GOV 20,,,
,SPANSH 20,,,
Student 459,EXPOS 20,,,
,FRSEMR 24Q,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 46,FRSEMR 27I,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 460,FRSEMR 31P,,,
,GOV 30,,,
,HIST 1223,,,
,HUMAN 10A,,,
Student 461,EXPOS 10,,,
,FRSEMR 21W,,,
,GENED 1038,,,
,LPS A,,,
Student 462,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 72O,,,
,MATH 22A,,,
Student 463,EXPOS 20,,,
,FRSEMR 23C,,,
,MATH 55A,,,
,MUSIC 51A,,,
Student 464,ECON 1010A,,,
,FRSEMR 65C,,,
,MATH 22A,,,
,STAT 110,,,
Student 465,EXPOS 10,,,
,GENED 1102,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 466,EXPOS 20,,,
,FRSEMR 43F,,,
,GOV 1290,,,
,STAT 100,,,
Student 467,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH 1B,,,
Student 468,ECON 10A,,,
,EXPOS 20,,,
,GOV 20,,,
,MATH 1A,,,
Student 469,FRSEMR 63L,,,
,HUMAN 10A,,,
,MATH QA,,,
,SPANSH 11,,,
Student 47,ECON 10A,,,
,GENED 1131,,,
,MATH 22A,,,
,STAT 110,,,
Student 470,ARABIC AA,,,
,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1079,,,
Student 471,ECON 10A,,,
,FRSEMR 72T,,,
,GOV 20,,,
,MATH 21A,,,
Student 472,EXPOS 20,,,
,FRSEMR 23I,,,
,GENED 1093,,,
,MATH 1A,,,
Student 473,ECON 10A,,,
,FRENCH 20,,,
,FRSEMR 51H,,,
,MATH 1B,,,
Student 474,E-PSCI 50,,,
,FRSEMR 72V,,,
,GOV 30,,,
,TDM 181B,,,
Student 475,ECON 10A,,,
,EXPOS 20,,,
,MATH QA,,,
