1405,ECON 1644,PHYSCI 12B,HUMAN 10A,HIST 1776
1406,GENED 1038,ENGLISH 184CF,PHYSICS 15A,COMPSCI 120
1407,STAT 110,SPANSH 11,PSY 1201,FRSEMR 37Y
1408,GENED 1116,TDM 149,MATH MA,STAT 300HFRA
1409,BBS 330,ENG-SCI 239,MED-SCI 302QC,COMPSCI 153
1410,SPANSH 11,CELLBIO 306QC,CHNSE BA,ENG-SCI 173
1411,LIFESCI 2,STAT 120,COMPSCI 121,GENED 1080
1412,MBB 980R,EXPOS 20,APMTH 10,MATH 1B
1413,ECON 2905,GENED 1105,GENED 1038,COMPSCI 109A
1414,LIFESCI 2,JAPAN 130A,ESE 168,SOC-STD 10A
1415,GOV 1433,VIETNAM BA,GENED 1011,EXPOS 20
1416,FRSEMR 71G,ENGLISH 10,MCB 111,GOV 3002
1417,MATH 251Y,SLAVIC 144,ECON 70,PSY 1521
1418,MATH 101,ECON 1010A,MATH 21A,GENED 1011
1419,GOV 2213,COMPSCI 50,E-PSCI 50,ENGLISH 179H
1420,GOV 1372,ENGLISH 290EH,COMPSCI 50,GENED 1147
1421,GENED 1074,EXPOS 20,FRSEMR 41P,COMPSCI 50
1422,HIST 1028,GENED 1074,COMPSCI 290A,APMTH 201
1423,ECON 10A,FRSEMR 61Q,COMPSCI 50,LIFESCI 1A
1424,ECON 3012,PSY 15,APCOMP 207,GENED 1116
1425,ENGLISH CSGJ,GENED 1002,GENED 1001,CHEM 17
1426,SCRB 195,GENED 1080,ECON 2010A,GENED 1136
1427,LPS A,CHNSE 140A,APCOMP 209A,NEUROBIO 215A
1428,GOV 20,SOC-STD 98LF,PHIL 34,ECON 1017
1429,ECON 1010A,COMPSCI 109A,COMPSCI 50,EMR 1010
1430,CHEM 170,APCOMP 295,GENED 1056,PHIL 129
1431,CHEM 110,GENED 1080,PSY 15,MCB 60
1432,ECON 1126,CHNSLIT 140,EXPOS 40,ENGLISH CTV
1433,CLASSIC 350,PHIL 129,VIETNAM BA,ENGLISH 102E
1434,ECON 1010B,AFVS 15AR,NEURO 80,HAA 98AR
1435,GENED 1074,CHNSE BX,GOV 94GO,LIFESCI 2
1436,PSY 1523,HISTSCI 2110,STAT 185,ECON 1021
1437,ECON 1010A,ASTRON 17,ANTHRO 2797,GENED 1038
1438,SPANSH 61N,MATH 99R,PHIL 138,COMPLIT 212
1439,PSY 1201,RELIGION 40,APMTH 205,ECON 1123
1440,CLS-STDY 97A,CHEM 17,SCRB 297,ECON 1010A
1441,COMPSCI 242,SOCIOL 97,PHIL 117,SOCIOL 1131
1442,COMPLIT 120,MCB 60,PSY 1654,PSY 1
1443,GENED 1074,GENED 1175,MATH 1A,FRSEMR 50R
1444,STAT 104,GENED 1038,EXPOS 10,LPS A
1445,GENED 1001,ENG-SCI 139,LIFESCI 50A,APCOMP 207
1446,ECON 1010A,GOV 1060,EXPOS 20,GENED 1038
1447,ENGLISH CNS,PHIL 27,ENG-SCI 239,HISTSCI 100
1448,E-PSCI 10,SOCIOL 1131,ENG-SCI 192,STAT 121A
1449,HAA 197,CHEM 160,GOV 1790,STAT 110
1450,GENED 1120,SPANSH 122,GENED 1104,GHHP 30
1451,GENED 1120,APMTH 205,HUMAN 10A,ECON 2020A
1452,GENED 1038,COMPLIT 212,GENED 1120,PHYSICS 262
1453,APMTH 10,RSRA 299A,ENGLISH CWP,ECON 1010A
1454,MATH 55A,PSY 1,GENED 1116,GENED 1094
1455,GENED 1004,COMPSCI 182,STAT 110,FOLKMYTH 111
1456,HISTSCI 100,PSY 1005,MATH 22A,FRSEMR 51P
1457,GENED 1111,FRSEMR 71O,ECON 1021,FOLKMYTH 111
1458,GENED 1145,ENGLISH 20,ECON 2040,APMTH 201
1459,FRSEMR 62I,GENED 1038,ENG-SCI 53,GOV 1372
1460,COMPSCI 187,MATH 21B,MATH 1B,GENED 1080
1461,GENED 1001,NEURO 80,ANTHRO 98A,EXPOS 20
1462,LPS A,MATH 55A,ENG-SCI 239,GENED 1033
1463,STAT 139,MATH 22A,MCB 60,ECON 1017
1464,GENED 1043,SCRB 10,GENED 1105,APCOMP 209A
1465,COMPSCI 187,MED-SCI 302QC,ENGLISH CBBR,GOV 1372
1466,ECON 70,SPANSH 61N,ENG-SCI 250,GENED 1104
1467,COMPSCI 153,COMPSCI 121,APMTH 121,ENG-SCI 91HFR
1468,MATH 21A,APCOMP 209A,EXPOS 20,FOLKMYTH 111
1469,SOC-STD 96AP,EASTD 199,ECON 1010B,SOC-STD 98PV
1470,APPHY 50A,STAT 110,ECON 1010A,PHYSICS 15A
1471,PSY 15,TDM 121K,MATH 22A,APCOMP 297R
1472,FRSEMR 52C,GENED 1011,GENED 1038,ENG-SCI 155
1473,ENG-SCI 155,COMPSCI 136,AFRAMER 116,ECON 1545
1474,ECON 1723,COMPSCI 50,ESE 160,MCB 80
1475,SCRB 175,HIST 1028,ENG-SCI 139,GOV 1008
1476,APCOMP 207,PSY 2580R,ENG-SCI 53,AFVS 133
1477,LING 105,COMPSCI 50,ECON 1010A,HISTSCI 99A
1478,RSEA 350,E-PSCI 10,MATH 21A,TDM 149
1479,EXPOS 20,PSY 15,GENED 1038,PHYSCI 12B
1480,GOV 1790,GENED 1004,MATH 101,RUSS 101
1481,COMPSCI 50,PHYSICS 151,COMPSCI 153,PSY 1523
1482,ASTRON 209,PSY 1,PHIL 129,MED-SCI 300QC
1483,FOLKMYTH 111,GENED 1175,HIST 3900,CHNSE BA
1484,BPH 208,IGBO AA,APMTH 104,GOV 2761
1485,GENED 1098,APCOMP 215,LPS A,EMR 147
1486,PHYSICS 16,ECON 1010B,AFVS 166,GOV 1510
1487,COMPSCI 120,GOV 94WY,GENED 1091,LIFESCI 1A
1488,ECON 10A,SPANSH 61N,GENED 1104,LIFESCI 2
1489,CHNSLIT 114,ECON 1057,LATIN AX,WOMGEN 1204
1490,ENG-SCI 139,EXPOS 20,MATH MA,LIFESCI 1A
1491,HIST 1878B,COMPSCI 289,ECON 1123,MCB 112
1492,ECON 10A,EXPOS 20,MATH 1A,GOV 1008
1493,STAT 110,ECON 1017,CHEM 301HFA,GENED 1038
1494,MATH MA,CHEM 17,LIFESCI 2,MED-SCI 302QC
1495,GOV 1190,SLAVIC 121,APCOMP 207,EXPOS 20
1496,PHYSICS 262,COMPSCI 109A,COMPSCI 187,COMPSCI 227
1497,PHYSCI 2,MATH 222,ZULU AA,PSY 1
1498,LATIN 1,GENETIC 201,HIST 1155,COMPSCI 50
1499,STAT 110,HIST-LIT 90DR,MCB 80,COMPSCI 283
1500,PSY 1,HIST 1776,APMTH 207,ANTHRO 99A
1501,RUSS HA,COMPSCI 50,GOV 94GO,GOV 1510
1502,GENED 1093,MCB 112,HLTHPOL 3040,GOV 1060
1503,STAT 151,GOV 1790,LIFESCI 1A,MATH 18A
1504,GENED 1175,GENED 1116,BIOPHYS 206,HIST-LIT 90EZ
1505,ENG-SCI 95R,MUSIC 14A,STAT 110,GENED 1001
1506,APPHY 284,COMPSCI 50,ECON 10A,GENED 1079
1507,ARABIC BA,COMPSCI 153,HIST 60O,KOREAN BA
1508,MATH 21B,MBB 980R,TDM 121K,MATH 122
1509,STAT 210,PSY 14,SOCIOL 1163,ASTRON 202A
1510,GENED 1001,AFVS 15AR,ECON 10A,ENGLISH 181A
1511,GOV 30,COMPSCI 50,CHEM 101,STAT 210
1512,PHYSICS 195A,COMPSCI 50,HISTSCI 1334,ENG-SCI 139
1513,ZULU AA,GENED 1074,ECON 10A,GOV 20
1514,ECON 1021,MCB 60,GOV 94NW,COMPSCI 109A
1515,ECON 1010A,OEB 53,COMPSCI 61,APCOMP 209A
1516,OEB 10,HIST 1220,COMPSCI 121,GENED 1038
1517,HIST 13T,PHYSCI 2,COMPSCI 121,LIFESCI 2
1518,MATH 222,OEB 399,PSY 1521,ENGLISH 119TY
1519,COMPSCI 252R,ENG-SCI 139,PSY 1901,COMPSCI 121
1520,ECON 2450A,MATH QA,MATH 1A,MCB 80
1521,GOV 94EK,STAT 110,COMPSCI 121,GENED 1041
1522,GENED 1011,HIST 1155,GENED 1038,MATH 131
1523,TDM 173X,KOREAN BA,COMPSCI 109A,COMPSCI 105
1524,ASTRON 140,GENED 1074,COMPSCI 165,GENED 1120
1525,SOC-STD 10A,STAT 210,ECON 10A,PSY 1201
1526,MCB 63,STAT 110,MCB 112,EXPOS 20
1527,COMPSCI 50,MATH 136,GENED 1023,MATH 21A
1528,GENED 1038,HIST 1036,ANTHRO 1603,MED-SCI 302QC
1529,CHEM 101,GOV 20,HUMAN 10A,GENED 1038
1530,ANTHRO 1130,RUSS HA,GENED 1080,COMPSCI 121
1531,FRSEMR 31J,GENED 1074,ECON 1017,PSY 1
1532,SOCIOL 1186,ENG-SCI 239,GENED 1116,COMPSCI 121
1533,ECON 1021,HEB 1410,MCB 60,GENED 1097
1534,GENED 1094,ENG-SCI 239,COMPSCI 107,EXPOS 10
1535,GENED 1091,APCOMP 209A,ANTHRO 2797,GOV 1372
1536,AFVS 161L,COMPSCI 61,FRSEMR 70J,FOLKMYTH 111
1537,GENED 1097,ENG-SCI 53,PSY 14,KOREAN 120A
1538,PSY 1005,ECON 1123,HIST 1220,ENG-SCI 159
1539,LING 104,ENGLISH 176TM,MUSIC 18A,ENG-SCI 239
1540,PSY 1901,COMPSCI 109A,STAT 121A,E-PSCI 50
1541,COMPSCI 50,MATH 22A,AFRAMER 202,FRSEMR 41P
1542,HIND-URD 101A,ECON 1010A,GENED 1023,APPHY 284
1543,LIFESCI 1A,PHYSICS 19,GENED 1038,GENED 1080
1544,PSY 2301,GENED 1038,HUMAN 20,CHEM 110
1545,SOCIOL 98DA,GOV 1008,EXPOS 20,LIFESCI 1A
1546,COMPSCI 227,GENED 1038,PSY 1,ECON 3012
1547,MED-SCI 300QC,ECON 2610,NEURO 80,CHEM 255
1548,COMPSCI 50,MATH 288Y,PSY 1,RELIGION 55
1549,HEB 1330,BCMP 218,SOCIOL 98AC,HIST 12T
1550,APMTH 203,HIST 1776,EXPOS 20,GENED 1104
1551,STAT 99R,HIST-LIT 90EU,MATH 122,ENGLISH 287AG
1552,ENG-SCI 239,COMPSCI 136,GENED 1011,ECON 1021
1553,HIST 1511,COMPSCI 120,MED-SCI 302QC,COMPSCI 171
1554,HIST-LIT 90EU,APCOMP 209A,EXPOS 20,STAT 121A
1555,SPANSH 147,HAA 290P,MATH 21A,NEUROBIO 215A
1556,FRSEMR 26O,COMPSCI 121,PHYSICS 15A,ENG-SCI 291
1557,MATH 22A,MED-SCI 302QC,COMPSCI 182,GENED 1080
1558,SOC-STD 98PV,SOCIOL 1186,HUMAN 10A,EXPOS 20
1559,LIFESCI 2,GENED 1116,COMPSCI 242,PHYSCI 12B
1560,MODMDEST 100,GENED 1038,ECON 10A,BPH 219
1561,MATH QA,ECON 3012,EMR 147,ITAL 10
1562,GENED 1080,PSY 1,MCB 80,COMPSCI 121
1563,MUSIC 4,ECON 1123,GENED 1043,AFRAMER 134X
1564,EXPOS 40,ECON 10A,ECON 1010A,GENED 1136
1565,FRSEMR 71Y,NEURO 80,GENED 1094,ENG-SCI 274
1566,HIST 1220,ENGLISH CSGJ,OEB 65,GOV 1790
1567,ECON 1126,GENED 1120,ENGLISH 290EH,SCRB 10
1568,FOLKMYTH 111,LPS A,GENED 1001,ITAL 138
1569,NEURO 120,ECON 10A,SPANSH 70B,ENG-SCI 259
1570,HUMAN 20,GENED 1023,GENED 1177,BIOSTAT 230
1571,VIROLOGY 200,EXPOS 10,COMPSCI 109A,PHYSCI 12B
1572,EXPOS 20,ESE 160,COMPSCI 120,MATH 286Y
1573,APCOMP 209A,HUMAN 90,GENED 1038,CHNSE BA
1574,GENED 1023,GENED 1091,HIND-URD 101A,MATH 22A
1575,GENED 1104,CHEM 155,ECON 1017,GENED 1147
1576,APCOMP 209A,SOC-STD 10A,ECON 1010A,GOV 1372
1577,BBS 330,SOC-STD 98SM,OEB 10,ECON 1017
1578,PHYSICS 15A,STAT 110,LIFESCI 1A,PSY 1
1579,ECON 1644,LING 105,PHYSICS 251A,SWAHILI AA
1580,ESPP 90N,COMPLIT 212,ECON 1644,ECON 10A
1581,GENED 1074,STAT 110,COMPSCI 61,SOCIOL 1166
1582,E-PSCI 10,STAT 210,EXPOS 20,FRSEMR 24G
1583,HIST-LIT 90EJ,MATH 1B,COMPLIT 299AR,FRSEMR 27I
1584,GENED 1094,ENGLISH 297C,SWAHILI AA,GENED 1074
1585,COMPSCI 120,WSTAFRCN AA,PHYSICS 285B,PHYSCI 2
1586,RELIGION 1512,MATH 21A,HEB 1380,ECON 2906
1587,SOCIOL 1177,GOV 3002,PHYSICS 195A,MATH 286Y
1588,GOV 1780,HEB 1334,TDM 119,ECON 1010A
1589,AFVS 190T,ECON 3011,ECON 3012,PHYSICS 285B
1590,GENED 1041,HIST 1265,PHIL 138,GENED 1074
1591,APMTH 207,GENED 1093,EXPOS 40,APMTH 226
1592,COMPSCI 109A,COMPSCI 50,PSY 1,MUSIC 97L
1593,PHYSICS 251A,COMPSCI 50,APMTH 111,LIFESCI 1A
1594,CHNSE BA,ESE 137,ECON 1021,COMPSCI 50
1595,COMPSCI 50,MATH 1B,COMPSCI 120,PHIL 138
1596,GENED 1038,MUSIC 4,GENED 1002,E-PSCI 168
1597,HEB 1404,STAT 110,PSY 1,GENED 1056
1598,COMPSCI 109A,ENG-SCI 239,ECON 10A,SCRB 111
1599,LPS A,APMTH 205,GENED 1019,COMPSCI 109A
1600,MATH MA,ECON 2410A,PSY 15,STAT 110
1601,PHIL 27,JAPAN BA,ECON 2020A,GENED 1074
1602,MATH 22A,PHYSICS 19,ENGLISH 90HB,ARABIC AA
1603,GENED 1006,COMPSCI 153,MUSIC 10A,ECON 10A
1604,GENED 1116,EXPOS 20,MUSIC 16A,HISTSCI 1770
1605,GENED 1130,ECON 10A,GENED 1120,GENED 1038
1606,CHNSE BA,ECON 1011A,E-PSCI 50,KOREAN 120A
1607,ANTHRO 1182,CHNSE 140XA,MATH 124,NEURO 80
1608,HUMAN 10A,KOREAN BA,ENG-SCI 125,GENED 1092
1609,RELIGION 1049,ENG-SCI 239,LPS A,ECON 1017
1610,EXPOS 20,GENED 1136,ENG-SCI 239,ASTRON 1
1611,COMPSCI 50,LPS A,ECON 1410,MATH 25A
1612,ENG-SCI 139,APCOMP 209A,GENED 1038,ECON 10A
1613,HAA 81,GENED 1004,ECON 10A,GOV 1790
1614,HUMAN 10A,MATH 21B,LIFESCI 1A,EXPOS 20
1615,MATH 1A,ISLAMCIV 145A,MCB 80,ECON 1126
1616,APCOMP 207,EXPOS 10,ECON 1017,HISTSCI 1334
1617,AFVS 12,LIFESCI 1A,HIND-URD 101A,LIFESCI 50A
1618,GOV 1243,GENED 1033,PHIL 34,TURKISH 120A
1619,HIST 60O,GENED 1091,ARABIC AA,CHEM 110
1620,LIFESCI 2,GOV 1372,LATIN 1,ENG-SCI 139
1621,MATH MA,ESE 137,PHYSCI 2,PSY 15
1622,GENED 1001,SOCIOL 1152,GENED 1079,COMPSCI 171
1623,PSY 1523,GENED 1105,CHNSE BA,HIST 1908
1624,LIFESCI 1A,MATH 1B,HAA 63,MATH ESPA
1625,MATH MA,GOV 2761,MED-SCI 302QC,ECON 1010A
1626,APCOMP 215,GOV 20,E-PSCI 50,GENED 1120
1627,FRSEMR 64Q,EXPOS 20,HISTSCI 1780,SOC-STD 10A
1628,MED-SCI 300QC,LING 108,MATH 19A,GENED 1019
1629,GENED 1074,FOLKMYTH 111,HISTSCI 100,ENGLISH 90HB
1630,COMPSCI 187,ECON 1017,EXPOS 10,CHNSE 130XA
1631,OEB 53,SOC-STD 60,ECON 1432,COMPSCI 50
1632,COMPSCI 109A,MATH MA,ENGLISH 179H,FRSEMR 41K
1633,HIST 1026,EXPOS 20,GENED 1093,HIST 1412
1634,MUSIC 180R,STAT 110,PHIL 14,GENED 1074
1635,ECON 1011A,GOV 1510,ANTHRO 1906,HAA 63
1636,APMTH 207,MATH 21A,SOCIOL 2278,GENED 1002
1637,GENED 1094,PSY 1708,MATH 131,SLAVIC 118
1638,COMPSCI 109A,MATH 21A,GENED 1074,MATH 1A
1639,GENED 1091,COMPSCI 50,PSY 1,ESE 168
1640,CHNSE 130A,FRSEMR 42H,GOV 1510,EXPOS 10
1641,BE 110,ESPP 90N,JAPAN 120A,OEB 10
1642,PHYSCI 2,CHEM 160,PSY 1816,COMPSCI 50
1643,MCB 112,PSY 1,MED-SCI 302QC,ENGLISH 181A
1644,FRSEMR 52F,SOCIOL 97,COMPSCI 50,APPHY 195A
1645,FRSEMR 70H,COMPSCI 127,FOLKMYTH 111,COMPSCI 61
1646,ECON 10A,HIST 12W,MATH 18A,ECON 1644
1647,EDST 104,COMPSCI 287R,TDM 121K,MATH 1B
1648,GENED 1034,PHYSICS 95,GENED 1091,PHYSICS 15A
1649,GOV 1982,GOV 1010,GOV 1190,APCOMP 209A
1650,LIFESCI 100,RSEA 350,PSY 1523,ENG-SCI 139
1651,ENGLISH 119TY,ECON 1010A,ECON 10A,GENETIC 201
1652,COMPSCI 121,GOV 1790,ECON 10A,STAT 110
1653,LIFESCI 1A,COMPSCI 153,PHYSCI 2,OEB 10
1654,MUSIC 10A,GOV 1510,COMPSCI 289,CHEM 110
1655,PSY 1654,COMPSCI 287R,PSY 1861,MATH 1B
1656,APMTH 205,PHIL 117,APCOMP 215,GENED 1120
1657,FOLKMYTH 133,LATIN 105,STAT 121A,GENED 1091
1658,MCB 60,ESPP 77,GENED 1038,MCB 80
1659,GENED 1147,NEURO 80,ECON 10A,COMPSCI 136
1660,MCB 63,GENED 1091,GENED 1130,GENED 1079
1661,GENED 1038,ANE 120A,ECON 10A,PHYSICS 15B
1662,ARABIC AA,SOCIOL 1159,GENETIC 201,STAT 99R
1663,FRSEMR 71R,APCOMP 298R,COMPSCI 50,NEUROBIO 215A
1664,ECON 1010A,PSY 1,GENED 1097,GENED 1098
1665,BCMP 218,GENED 1091,ENGLISH 10,GENED 1023
1666,ENGLISH 287AG,ECON 1021,CHEM 30,MUSIC 10A
1667,STAT 244,LIFESCI 2,AFVS 53AR,CHEM 17
1668,ECON 10A,MCB 80,SOCIOL 1166,ECON 970
1669,TDM 109,GENED 1038,GENED 1074,COMPLIT 175
1670,GENED 1038,GERMAN 189,GENED 1041,AFVS 133
1671,GENED 1006,ECON 10A,GENED 1104,MATH 1A
1672,STAT 121A,PHYSICS 262,STAT 110,IRISH 200
1673,MED-SCI 300QC,HIST 60O,GOV 2001,PHYSICS 285B
1674,AFVS 166,GOV 1790,ENG-SCI 152,APMTH 10
1675,ENGLISH CNS,ECON 2110,GENED 1006,GOV 94PY
1676,PSY 15,PHYSICS 143A,EXPOS 20,COMPSCI 120
1677,ECON 2912,NEURO 80,AFVS 50A,GENED 1038
1678,HIST 99A,GOV 1060,AFVS 14,CHEM 17
1679,STAT 151,PSY 1531,EXPOS 20,GOV 1740
1680,GENED 1080,SPANSH 61N,EXPOS 20,AFVS 41A
1681,COMPSCI 61,NEUROBIO 215A,ECON 1010B,ENG-SCI 259
1682,IRISH 200,MCB 80,AFVS 150A,ENG-SCI 139
1683,PSY 3340,MED-SCI 302QC,PHYSICS 253A,APCOMP 207
1684,MATH MA,HISTSCI 98,SCRB 10,SOC-STD 10A
1685,LPS A,COMPSCI 289,ECON 10A,PSY 1525
1686,ECON 1123,ECON 10A,HISTSCI 98,ENG-SCI 139
1687,MATH MA,EXPOS 20,FOLKMYTH 111,GENED 1097
1688,STAT 110,SOCIOL 1159,MUSIC 97L,ANTHRO 1906
1689,GOV 20,COMPSCI 50,COMPSCI 109A,MATH 22A
1690,PHYSCI 2,ANTHRO 1610,STAT 121A,NEURO 80
1691,MUSIC 264R,LING 105,GENED 1120,ECON 1017
1692,HIST 1220,ECON 3011,ECON 3012,LIFESCI 1A
1693,EXPOS 10,STAT 185,GOV 1790,GENED 1038
1694,ENG-SCI 259,COMPSCI 50,WOMGEN 1283,ENG-SCI 155
1695,MATH 131,COMPSCI 107,KOREAN BA,CHEM 17
1696,LIFESCI 1A,SCRB 197,ENGLISH 20,EASTD 199
1697,COMPSCI 109A,COMPSCI 50,STAT 139,FRSEMR 41K
1698,MATH 1A,ECON 10A,LING 104,GENED 1001
1699,ECON 1021,MATH 222,HIST 1155,ECON 10A
1700,ECON 10A,PHYSICS 195A,MATH 21A,ENG-SCI 139
1701,PSY 1005,STAT 121A,MATH 1A,WSTAFRCN AA
1702,COMPSCI 171,AFRAMER 11,RSEA 350,APCOMP 297R
1703,LIFESCI 1A,GENED 1038,ECON 10A,COMPSCI 50
1704,ECON 1010B,E-PSCI 134,GENED 1038,STAT 110
1705,COMPSCI 50,GENED 1001,ENG-SCI 239,ECON 10A
1706,SOCIOL 98AC,PSY 1,MUSIC 4,MCB 91
1707,EXPOS 20,GOV 1982,ECON 10A,PSY 1861
1708,WOMGEN 1283,STAT 110,SOCIOL 1177,GENED 1175
1709,MATH 21A,ENGLISH CAFR,HISTSCI 1334,MATH 101
1710,CHNSE 130XA,ENG-SCI 239,ASTRON 209,HUMAN 10A
1711,STAT 110,ENGLISH CNSR,ECON 10A,GENED 1053
1712,GENED 1038,ECON 10A,ECON 1126,HISTSCI 1441
1713,MATH 122,GENED 1038,PHYSCI 2,ENG-SCI 139
1714,AFVS 41A,MCB 60,EXPOS 10,PSY 1
1715,STAT 110,SOCIOL 1112,ENGLISH CFF,EXPOS 20
1716,GENED 1004,SPANSH 147,PHIL 19,ECON 2905
1717,CHNSE 120A,TDM 181B,ECON 1057,CELLBIO 306QC
1718,LIFESCI 1A,COMPSCI 50,NEURO 80,LING 105
1719,ECON 10A,ECON 70,ASTRON 17,STAT 110
1720,ASTRON 209,APCOMP 209A,OEB 50,COMPSCI 120
1721,RUSS 101,GENED 1019,CHNSE 120A,PSY 1523
1722,ECON 1010A,ENGLISH CCFC,CHEM 101,ENGLISH CIJR
1723,MATH 22A,PSY 1,MATH 230A,ESPP 90K
1724,GENED 1038,CHEM 110,COMPSCI 109A,MUSIC 14A
1725,YORUBA AA,ECON 1123,SOC-STD 98PV,CHEM 301HFA
1726,SOC-STD 98NB,MATH MA,LIFESCI 1A,GOV 1033
1727,ENGLISH 10,EXPOS 40,LPS A,MATH ESPA
1728,ECON 2912,ECON 1021,PSY 1309,KOREAN 120A
1729,MATH 21A,ECON 1017,ANTHRO 1603,EMR 133
1730,ANTHRO 2738,RUSS 113,ECON 1010B,PSY 1201
1731,ECON 1010A,MCB 350,GOV 2213,E-PSCI 50
1732,ECON 2725,PSY 1,PHYSCI 2,ENG-SCI 173
1733,STAT 110,COMPLIT 156,SCRB 10,ASTRON 200
1734,COMPSCI 187,COMPSCI 153,KOREAN BA,FRSEMR 72P
1735,PHIL 175,PSY 1750,ENG-SCI 239,EXPOS 10
1736,APMTH 101,PHYSICS 15A,ARABIC AA,GENED 1094
1737,HIST-LIT 90ES,GENED 1074,ECON 1017,ECON 1123
1738,GOV 1982,NEURO 1202,MATH 122,APMTH 121
1739,PSY 1309,ECON 1057,ENGLISH CMAG,PSY 1533
1740,COMPSCI 50,COMPSCI 252R,APMTH 111,STAT 110
1741,CLS-STDY 97A,COMPSCI 136,MATH 116,STAT 120
1742,BCMP 230,EXPOS 10,GENETIC 201,COMPSCI 242
1743,PHYSICS 151,GENED 1001,GOV 20,COMPSCI 50
1744,COMPSCI 50,COMPSCI 107,GENED 1038,PSY 1816
1745,APMTH 10,FRSEMR 43C,SCRB 197,GENED 1043
1746,COMPSCI 109A,ENGLISH 10,MED-SCI 300QC,PSY 1
1747,PSY 1005,ENGLISH 102E,PHYSCI 2,MATH 21B
1748,PHYSCI 12B,GOV 94GO,GENED 1091,FRSEMR 71R
1749,COMPSCI 50,PSY 2560R,EXPOS 20,STAT 110
1750,MOD-HEB BA,COMPSCI 61,MED-SCI 300QC,ASTRON 2
1751,SCRB 10,OEB 65,COMPSCI 121,KORLIT 134
1752,COMPSCI 61,ENG-SCI 139,MATH 131,HIST 1028
1753,MATH 1A,APCOMP 209A,STAT 110,GOV 1316
1754,GENED 1041,GENED 1091,MATH 55A,LPS A
1755,AFVS 189G,COMPSCI 153,PHYSCI 2,MCB 169
1756,PHYSICS 15B,MCB 111,COMPSCI 50,CHNSE 130XA
1757,PHIL 129,EXPOS 20,STAT 139,SOCIOL 1166
1758,EXPOS 10,LIFESCI 50A,STAT 110,PHIL 159A
1759,COMPSCI 136,GENED 1006,HUMAN 10A,ENG-SCI 239
1760,LATIN 1,HBTM 235,ENG-SCI 192,MATH 251Y
1761,STAT 110,APMTH 121,HISTSCI 1770,ECON 1010A
1762,ECON 1017,PSY 1811,FRSEMR 24G,BBS 301
1763,HIND-URD 102A,MATH 1A,HIST 1908,COMPLIT 175
1764,GENED 1011,ECON 10A,ARABIC 131A,SPANSH 61N
1765,PHIL 175,HIST 1908,FRENCH 80,COMPSCI 171
1766,KOREAN BA,APCOMP 297R,FRSEMR 26O,GOV 1790
1767,LING 171,GENED 1038,SOC-STD 10A,ECON 10A
1768,CHNSE 120A,GOV 20,LING 171,FRSEMR 37Y
1769,HAA 63,FRSEMR 71Y,GENED 1147,GENED 1074
1770,MATH 21A,STAT 110,FRSEMR 52M,COMPSCI 227
1771,SOCIOL 1186,TDM 169S,GENED 1080,COMPSCI 227
1772,HISTSCI 98,MATH 1B,ECON 1499,MATH 114
1773,E-PSCI 168,CLASSIC 350,APCOMP 209A,GENED 1091
1774,PHYSICS 15C,NEURO 120,CHNSE 130A,GENED 1038
1775,MCB 80,MATH 21B,RSEA 350,MATH 22A
1776,MUSIC 97L,LING 105,HAA 177M,COMPSCI 50
1777,PHIL 138,GOV 1790,ECON 1010A,GOV 1316
1778,MATH MA,ENGLISH 145A,APMTH 207,GENED 1038
1779,ECON 1017,GOV 1372,STAT 110,GOV 1780
1780,SLAVIC 121,HEB 1290,MATH 242,CHEM 17
1781,GENED 1093,MUSIC 14A,BBS 330,COMPSCI 182
1782,PSY 1950,ECON 10A,STAT 110,ENGLISH CBBR
1783,GOV 1982,COMPSCI 50,HIST-LIT 90EQ,CHNSE 130XA
1784,APCOMP 209A,ENG-SCI 159,ECON 2610,ECON 1010A
1785,MATH 21B,PHYSICS 15C,ENG-SCI 139,STAT 121A
1786,APCOMP 207,GENED 1111,GENED 1091,PHYSICS 15C
1787,GOV 1740,FOLKMYTH 111,GOV 94OF,GOV 1060
1788,ESPP 77,GENED 1038,SOCIOL 3310,MUSIC 14A
1789,MATH 21A,GOV 1790,SPANSH 59,SOC-STD 96AP
1790,SOCIOL 99A,STAT 120,COMPSCI 107,COMPSCI 121
1791,CHEM 301HFA,FRSEMR 64L,GENED 1098,LIFESCI 1A
1792,FRSEMR 70K,HAA 18K,ENG-SCI 239,GOV 1433
1793,COMPSCI 109A,GENED 1001,ECON 1017,GOV 20
1794,GENED 1038,GENED 1116,EASTD 199,ENG-SCI 139
1795,STAT 110,BE 110,EXPOS 20,ECON 1010A
1796,MUSIC 18A,FRSEMR 31J,PSY 1340,ENG-SCI 139
1797,MUSIC 189R,GENED 1094,GOV 1372,ECON 1017
1798,MATH QA,COMPSCI 109A,GENED 1074,GOV 94BC
1799,SOC-STD 10A,GENED 1116,ARABIC BA,LIFESCI 2
1800,CHNSHIS 229R,PSY 15,SOC-STD 96AP,HIST 1208
1801,PHYSCI 10,STAT 121A,LIFESCI 2,AFRAMER 197
1802,AFRAMER 183Y,HUMAN 90,COMPSCI 263,MUSIC 15A
1803,APCOMP 295,ENG-SCI 239,GENED 1006,ECON 1010A
1804,COMPSCI 227,LIFESCI 1A,ITAL 138,APCOMP 207
1805,COMPSCI 227,ECON 1017,ECON 1011A,GENED 1056
